movie_id,person_id,role_type,character_name
123,1067,actor,Grandma Palmer
123,1068,director,
124,1069,actor,Riley
124,1070,actor,The Priest
124,1071,actor,Colin
124,1072,actor,Trevor
124,1073,actor,Matt
124,1074,actor,Nora
124,1075,actor,The Chatterer
124,1076,actor,The Weeper
124,1077,actor,The Gasp
124,1078,actor,The Asphyx
124,1079,director,
125,1080,director,
126,1081,actor,Heller
126,1082,actor,Sarah
126,1083,actor,The Bear
126,1084,actor,Slater
126,1085,actor,Finn
126,1086,actor,Esther
126,1087,actor,Carlos
126,1088,actor,Channel 6 Anchor
126,1089,actor,NBNC Anchor
126,1090,actor,CNC Anchor
126,1091,director,
127,1092,actor,Sam Peterson
127,1093,actor,Doug Peterson
127,1094,actor,Lee Price
127,1095,actor,Barbara Peterson
127,1096,actor,Antony Dubont
127,1097,actor,Katie Stanwick
127,1098,actor,Joe Peterson
127,1099,actor,Paul (Mayor)
127,1100,actor,Allison Peterson
127,1101,actor,Daisy
127,1102,director,
128,1103,actor,Jet Black
128,1104,actor,Brock Chapman
128,1105,actor,Ross Maxwell
128,1106,actor,Bobby Ash
128,1107,actor,Daniel Jacobsen
128,1108,actor,Jennifer
128,1109,actor,Limo Driver
128,1110,actor,Ray Ray
128,1111,actor,Mikey
128,1112,actor,Tony
128,1113,director,
129,1114,actor,Beverley Baxter
129,1115,actor,Lord Clarence Beaverbrook
129,1116,actor,Blonde Venus
129,1117,actor,Pierre
129,1118,actor,Johnny
129,1119,actor,Price's Groupie
129,1120,actor,Price's Apprentice
129,1121,actor,Man Jew
129,1122,actor,Papparazzi
129,1123,actor,Drunken Man
129,1124,director,
129,1125,director,
130,1126,actor,John Clayton
130,1126,actor,Tarzan
130,1127,actor,Young Tarzan (18 Years)
130,1128,actor,Young Tarzan (5 Years)
130,495,actor,Leon Rom
130,769,actor,George Washington Williams
130,1129,actor,Jane Clayton
130,1130,actor,Wasimbu
130,1131,actor,Kwete
130,1132,actor,Kolo
130,1133,actor,Kanam
130,1134,director,
131,1135,actor,Margaret
131,1136,actor,Kazu
131,1136,actor,yakuza
131,1137,actor,Ines
131,1137,actor,Margaret's friend
131,1138,actor,Liam
131,1138,actor,Margaret's friend
131,1139,actor,Nakamura
131,1139,actor,School mistress
131,1140,actor,Used
131,1141,actor,Louise
131,1141,actor,Liam's girlfriend
131,1142,actor,Fumiko
131,1143,actor,Masa
131,1144,actor,Mari
131,1145,director,
132,1146,actor,Bruce
132,1147,actor,Rob
132,1148,actor,Mel
132,1149,actor,Jimmy
132,1150,actor,Jody
132,1151,actor,Rabid Madman
132,1152,actor,Sheriff Joe
132,1153,actor,Deputy
132,1154,actor,Duke
132,1155,actor,Paul
132,1156,director,
133,414,actor,Marcus Wells
133,1157,actor,Carl Wells
133,1158,actor,Emily Wells
133,1159,actor,Katie
133,1160,actor,Sara
133,1161,actor,Kevin
133,1162,actor,Randy
133,959,actor,David
133,1163,actor,Helen
133,1164,actor,Man on Train
133,1165,director,
134,1166,actor,Donald
134,372,actor,Vickram
134,1167,actor,Trevor
134,1168,actor,Sandeep
134,1169,actor,Dave
134,1171,actor,Juhi
134,1173,actor,Napoleon
134,1174,actor,Tiffany
134,1175,director,
135,1176,"actor,director",Nick Knight
135,1177,actor,Owen Hansel
135,1178,actor,Dewey Chatem
135,1179,actor,Brooke Carrington
135,1180,actor,Winston Marlboro
135,1181,actor,Mr. Carrington
135,1182,actor,Maria
135,1183,actor,Beth S - Joe Dick TV Executive
135,1184,actor,Best Player Audience Member
135,1185,actor,Huge Guy
136,1186,"actor,director",Harley Altmeyer
136,1187,actor,Callie Mercer
136,1188,actor,Amber Altmeyer
136,1189,actor,Misty Altmeyer
136,1190,actor,Jody Altmeyer
136,1191,actor,Betty Parks
136,1192,actor,Chief Mansour
136,487,actor,Bonnie Altmeyer
136,1193,actor,Uncle Mike
136,1194,actor,Rick
137,1195,actor,Batman
137,1195,actor,Bruce Wayne
137,580,actor,Wonder Woman
137,580,actor,Diana Prince
137,1196,actor,Aquaman
137,1196,actor,Arthur Curry
137,461,actor,The Flash
137,461,actor,Barry Allen
137,1197,actor,Superman
137,1197,actor,Clark Kent
137,1198,actor,Lois Lane
137,1199,actor,Cyborg
137,1199,actor,Victor Stone
137,511,actor,Alfred
137,1200,actor,Martha Kent
137,584,actor,Queen Hippolyta
137,1201,director,
138,1212,director,
139,661,actor,Mr. Roarke
139,1213,actor,Gwen Olsen
139,1214,actor,Melanie Cole
139,1215,actor,Patrick Sullivan
139,1216,actor,Brax Weaver
139,1217,actor,Sloane Maddison
139,708,actor,JD Weaver
139,1003,actor,Damon
139,1218,actor,Julia
139,1219,actor,Lieutenant Sullivan
139,1220,director,
140,306,actor,Scott Ward
140,1221,actor,Kate Ward
140,1222,actor,Maria Cruz
140,1223,actor,Vanderohe
140,1224,actor,Burt Cummings
140,1225,actor,Dieter
140,1226,actor,Lilly (The Coyote)
140,269,actor,Bly Tanaka
140,1227,actor,Martin
140,1228,actor,Marianne Peters
140,1201,director,
141,1229,"actor,director",Dominatrix
142,388,actor,Charles King
142,1230,actor,Dana Canedy
142,1231,actor,Jordan
142,1232,actor,Sgt. T.J. Canedy
142,1232,actor,Dad
142,1233,actor,Penny Canedy
142,1233,actor,Mom
142,1234,actor,Gwen Canedy
142,1234,actor,Sister
142,1235,actor,Mike Canedy
142,1235,actor,Brother
142,1236,actor,Miriam
142,1237,actor,Robin
142,1237,actor,Friend
142,1238,actor,Ciro
142,1238,actor,Friend
142,1239,director,
143,431,actor,Feola
143,1240,actor,Brazilian Announcer
143,1241,actor,Jose
143,1242,actor,Dondinho
143,1243,actor,Pele
143,1244,actor,Younger Pele
143,1245,actor,Celeste Arantes (Pele's Mother)
143,1246,actor,Waldemar de Brito
143,1247,actor,Mario Zagallo
143,1248,actor,Santos club's coach
143,1249,director,
143,1250,director,
144,1252,"actor,director",Giuseppe Russo
145,1255,director,
146,1261,actor,Item Girl
146,1266,director,
147,1267,actor,Pattabhiraman
147,1268,actor,Vineetha
147,1269,actor,Daughter of Rajashekara Varma
147,1270,actor,Hyder Ali
147,1271,actor,Neelima
147,1272,actor,Abhishek
147,1273,actor,Abru
147,1274,actor,Vinayan
147,1275,actor,Sunimon
147,1276,actor,Maya
147,1277,director,
148,1278,actor,Charlie
148,475,actor,Michelle
148,1279,actor,Mina
148,1280,actor,Josh
148,1281,actor,Taylor
148,1282,actor,Apartment Owner
148,1283,actor,Reggie
148,1284,actor,Man
148,1285,actor,Background
148,1286,actor,Background
148,1287,director,
149,1290,actor,O Gajo
149,1291,actor,Neil Leyton
149,1292,actor,Micke Ghost
149,1293,actor,Omiri
149,1294,director,
150,1295,actor,Ismaila Ba
150,1296,actor,Block Boss
150,1297,actor,Vathsala
150,1298,actor,Kindred
150,1299,actor,Victim
150,1300,actor,Maid
150,1301,actor,Familiar
150,1302,actor,Transient
150,1303,actor,Kindred
150,1304,actor,Yasmine
150,1305,director,
151,1306,actor,Marijana
151,1307,actor,Otac
151,1308,actor,Minja
151,1309,actor,Tamara
151,1310,actor,Saveta
151,1311,actor,Fica
151,1312,actor,Anka
151,1313,actor,Nesa
151,1314,actor,Ujak
151,1315,actor,Zaga
151,1316,director,
152,1317,director,
153,1318,actor,Sanjay bhatt
153,1320,director,
154,1325,director,
155,1326,actor,Bielke
155,1327,director,
156,1328,actor,Child
156,1329,actor,Mother
156,1330,director,
157,1331,actor,Macha
157,1332,actor,Andrew
157,1333,actor,Cardinal Sinibaldi
157,1334,actor,Pomona
157,1335,"actor,director",Sean
157,1336,actor,Nicole
157,1337,actor,Roger
157,1338,actor,Barbara
157,1339,actor,Maria
157,1340,actor,Vincent
158,1341,actor,Johnny
158,1342,actor,Ravel
158,1343,actor,Ana Flávia
158,1344,actor,Luisa
158,1345,actor,João
158,1347,actor,Matheus Torreão
158,1348,director,
158,1349,director,
159,1350,actor,Ali
159,1351,director,
159,1352,director,
160,1353,actor,Emma Pickman
160,1354,actor,Isaac Pickman
160,1355,actor,Renate Nygard
160,1356,actor,Gunnar
160,1357,actor,Astrid Nygard
160,1358,actor,Ledvor
160,1359,actor,Hallstein
160,1360,actor,Matias
160,1361,actor,Mrs. Jorstad
160,1362,actor,Young Isaac
160,1363,director,
160,1364,director,
161,1365,director,
162,1366,actor,Ola Hudzik
162,1367,actor,Ola's Mother
162,1368,actor,Marek Mazurek
162,1369,actor,Pawel
162,1370,actor,Manager
162,1371,actor,Funeral Home Employee
162,1372,actor,Robert
162,1373,actor,Doctor
162,1374,actor,Sara
162,1375,actor,Goska
162,1376,director,
163,1377,director,
164,1378,actor,Mostafa
164,1382,actor,Paria
164,1386,actor,Kasra
164,1388,director,
165,1389,actor,Jacob Patterson
165,1390,actor,Mia Patterson
165,1391,actor,Ethan Patterson
165,1392,actor,Alexis Cooper
165,1393,actor,Devin Patterson
165,1394,actor,Det. Rico Watts
165,1395,actor,Det. Brad Sykes
165,1396,actor,Daisy
165,1396,actor,Dr. Connors
165,1397,actor,Mr. Stanley Watkins
165,1398,actor,Collin Hicks
165,1399,director,
166,1400,actor,Tony
166,1401,actor,Leibovitz
166,1402,actor,Mr. Chen
166,1403,actor,Detective Heroux
166,1404,actor,Neil
166,1405,director,
167,1406,actor,Ejla
167,1407,actor,Arvin
167,1408,actor,Ron
167,1409,actor,Mother
167,1410,actor,Commander
167,1411,actor,Prisoner
167,1412,actor,Gunmen
167,1413,actor,Prisoner
167,1414,actor,Prisoner
167,1415,actor,Armed
167,1416,director,
168,1417,director,
169,1418,actor,Son
169,1419,actor,Father
169,1420,director,
170,1421,actor,Nagetive
170,1423,director,
171,1424,actor,Principal Barnes
171,1425,actor,Melanie
171,1426,actor,Mourner #3
171,1427,actor,Nosy Neighbor (Extra)
171,1428,actor,Nosy Neighbor with cell phone (Extra)
171,1429,actor,Young Marjorie
171,1430,actor,Kim's Friend
171,1431,actor,Marjorie
171,1432,actor,Goon #4
171,1433,actor,Extra
171,1434,director,
172,1435,actor,William H. Bonney
172,1436,actor,Pat Garrett
172,1437,actor,Katherine Antrim
172,1438,actor,Paulita Maxwell
172,1439,actor,Sallie Chisum
172,1440,actor,Charlie Bowdre
172,1441,actor,Sherriff William Brady
172,1442,actor,Peter Maxwell
172,1443,actor,Doc Scurlock
172,1444,actor,Bob Olinger
172,1445,director,
173,1446,actor,Tony
173,1447,actor,Gengji Ma
173,1448,actor,Pastor Robert
173,1449,actor,Susie Love
173,1450,actor,Reika
173,1451,actor,Zara
173,1452,actor,Club Dancer
173,1453,actor,Director Li
173,1454,actor,Derek
173,1455,actor,Diesel
173,1456,director,
174,1457,actor,Zaidaan
174,1458,actor,Mradul
174,1459,actor,Muskaan
174,1460,actor,Mradul's Mother
174,1461,actor,Village kid deepu
174,1462,actor,Bauji
174,1463,actor,Mradul's Father
174,1464,actor,Shreya
174,1465,director,
175,1466,actor,Estefa
175,1467,actor,Azeneth
175,1468,actor,Ramon
175,1469,actor,Israel
175,1470,actor,Alicia
175,1471,actor,Felipe Ceballos
175,1472,actor,Judith
175,1473,actor,Estefa (6 Yrs Old)
175,1474,actor,Israel Kid (5)
175,1475,actor,ICE Agent #1
175,1476,director,
176,1477,actor,Mala
176,1478,actor,Subham Biswas
176,1479,actor,Mrittika
176,1480,actor,Pallab
176,1481,actor,Mother
176,1482,director,
177,1483,actor,Queen Amber
177,1484,actor,King Richard
177,1485,actor,Queen Helena
177,1486,actor,Princess Emily
177,1487,actor,King Tai
177,1488,actor,Queen Ming
177,1489,actor,Mrs. Averill
177,1490,actor,Simon
177,1491,actor,Mr. Little
177,1492,actor,Sahil
177,1493,director,
178,1494,actor,Sabbrina
178,1495,actor,Furio
178,1496,actor,Ghega
178,1497,actor,Lola
178,1498,actor,Filippo
178,1499,actor,Cosimo
178,1500,actor,Ninetta
178,1501,actor,Enrica
178,1502,actor,Figlia di Filippo e Ninetta
178,1503,actor,Figlio di Filippo e Ninetta
178,1504,director,
179,1505,actor,Narrator
179,1506,director,
180,1507,actor,Doctor
180,1511,actor,Diner
180,1512,director,
181,1513,actor,Penelope
181,1514,actor,Dimitris
181,1515,actor,Mother
181,1516,actor,Father
181,1516,actor,Tassos
181,1517,actor,Oguz
181,1518,actor,Worker
181,1519,actor,Woman with dead fish
181,1520,actor,Brother with dead bird #1
181,1521,actor,Brother with dead birth #2
181,1522,actor,Director of crematorium
181,1523,director,
182,1524,actor,Eva
182,1525,actor,Marlene
182,1526,actor,Bella
182,1527,actor,Jan
182,1528,actor,Steen
182,1529,actor,Anders
182,1530,actor,Oliver
182,1531,actor,Peter
182,1532,actor,Godsejer
182,1533,actor,Chef
182,1534,director,
183,1535,actor,Friend of Georgi Markov
183,1538,director,
184,1539,actor,Jaran Jacobs
184,1540,actor,Darren
184,1541,actor,Rita
184,1542,actor,Jamal
184,1543,actor,Alice Howard
184,1544,actor,Britt
184,1545,actor,Jeremiah Howard
184,1546,actor,Jerome Howard
184,1547,actor,Justice
184,1548,actor,Joey Z
184,1549,director,
185,1550,director,
186,1553,actor,Constantine
186,1561,director,
187,1562,actor,Vecdi
187,1563,actor,Gülay
187,1564,actor,Talat
187,1566,actor,Psikolog
187,1569,actor,Ögretmen
187,1571,actor,Deniz Hoca
187,1572,director,
188,1573,director,
189,1581,director,
190,1582,actor,Narrator
190,1573,director,
191,1583,actor,Àlex Crivillé
191,1584,actor,Anna Nogué
191,1585,director,
191,1586,director,
192,1587,actor,Roser Alentà
192,1588,actor,Julià Márquez
192,1589,actor,Marc Márquez
192,1585,director,
192,1586,director,
193,1590,actor,Abe
193,1591,actor,Kris
193,1592,actor,Sheila
193,1593,actor,Chance
193,1594,actor,Marjorie
193,1595,actor,Janis
193,1596,actor,Jessica
193,1597,actor,Daryl
193,1598,actor,Edgar
193,1599,actor,Officer Diaz
193,1600,director,
194,1601,director,
195,1602,actor,Sara
195,1603,actor,Hayley
195,1604,actor,Kate
195,1605,actor,Skyler
195,1606,actor,Oscar
195,1180,actor,Dave
195,1607,actor,Kiana
195,1608,actor,Nurse Cheryl
195,1609,actor,Mr. Rubin
195,1610,actor,Jerome
195,1611,director,
195,1612,director,
196,1613,director,
197,1614,actor,Model
197,1615,actor,Grandmaster
197,1621,director,
198,1622,actor,Peter
198,1623,actor,Melanie
198,1624,actor,Frank
198,1625,actor,Stephanie
198,1626,actor,Mia
198,1627,actor,Girl in Red Sweater
198,1628,actor,Counter Lady
198,1629,actor,Mr. Hearst
198,1630,actor,Realtor
198,1631,actor,Mrs. Sloan
198,1632,director,
199,1633,actor,Amigo do Daniel
199,1634,director,
200,1640,director,
200,1641,director,
